MP:0000001	mammalian phenotype	哺乳類の表現型
MP:0000630	mammary gland hyperplasia	乳腺の肥厚
MP:0000631	abnormal neuroendocrine gland morphology	神経内分泌腺の形態異常
MP:0000632	abnormal pineal gland morphology	松果腺の形態異常
MP:0000633	abnormal pituitary gland morphology	脳下垂体の形態異常
MP:0000635	pituitary gland hyperplasia	脳下垂体の肥厚
MP:0000636	enlarged pituitary gland	脳下垂体の肥大
MP:0000637	obsolete abnormal merkel cells	OBSOLETE
MP:0000638	obsolete hyperproliferation of merkel cells	OBSOLETE
MP:0000639	abnormal adrenal gland morphology	副腎形態異常
MP:0000640	adrenal gland hypoplasia	副腎の形成不全
MP:0000642	enlarged adrenal glands	副腎の肥大
MP:0000643	absent adrenal medulla	副腎髄質の欠如
MP:0000644	dextrocardia	右胸心
MP:0000645	absent adrenergic chromaffin cells	アドレナリン作用性のクロム親和性細胞の欠如
MP:0000646	enlarged adrenocortical cells	副腎皮質細胞の巨大化
MP:0000647	abnormal sebaceous gland morphology	皮脂腺の形態異常
MP:0000648	absent sebaceous gland	皮脂腺の欠如
MP:0000649	sebaceous gland atrophy	皮脂腺萎縮症
MP:0000650	mesocardia	中胸心
MP:0000652	enlarged sebaceous gland	皮脂腺の肥大
MP:0000653	abnormal sex gland morphology	生殖腺の形態異常
MP:0000654	absent sex gland	生殖腺の欠如
MP:0000655	dilated sex gland	生殖腺の拡張
MP:0000659	prostate gland hyperplasia	前立腺肥厚
MP:0000660	prostate gland lateral lobe hypoplasia	前立腺側葉の形成不全
MP:0000661	small prostate gland ventral lobe	前立腺腹葉の矮小化
MP:0000662	abnormal branching of the mammary ductal tree	乳管の分岐異常
MP:0000664	small prostate gland anterior lobe	凝固腺の矮小化
MP:0000665	decreased ductal branching in the coagulating gland	凝固腺の管の分岐数減少
MP:0000666	decreased prostate gland duct number	前立腺管数の減少
MP:0000671	bulbourethral gland hypoplasia	尿道球腺の形成不全
MP:0000672	obsolete decreased mucin cell number	OBSOLETE
MP:0000674	abnormal sweat gland morphology	汗腺の形態異常
MP:0000675	abnormal eccrine sweat gland morphology	掌側のエクリン腺の形態異常
MP:0000676	abnormal body water content	体内水分含有量異常
MP:0000678	abnormal parathyroid gland morphology	副甲状腺の形態異常
MP:0000679	increased percent water in carcass	死体含水量の増加
MP:0000680	absent parathyroid glands	副甲状腺の欠如
MP:0000681	abnormal thyroid gland morphology	甲状腺の形態異常
MP:0000683	decreased percent water in carcass	死体含水量の減少
MP:0000685	abnormal immune system morphology	免疫系の形態異常
MP:0000687	small lymphoid organs	リンパ器官の矮小化
MP:0000688	lymphoid hyperplasia	リンパ系の過形成
MP:0000689	abnormal spleen morphology	脾臓の形態異常
MP:0000690	absent spleen	脾臓の欠如
MP:0000691	enlarged spleen	脾臓の肥大
MP:0000692	small spleen	脾臓の萎縮
MP:0000693	spleen hyperplasia	脾臓の肥厚
MP:0000694	spleen hypoplasia	脾臓の形成不全
MP:0000696	abnormal Peyer's patch morphology	パイエル板の形態異常
MP:0000697	obsolete more prevalent Peyer's patches	OBSOLETE
MP:0000698	obsolete less prevalent Peyer's patches	OBSOLETE
MP:0000700	abnormal lymph node number	リンパ節数の異常
MP:0000701	abnormal lymph node size	リンパ節のサイズ異常
MP:0000702	enlarged lymph nodes	リンパ節肥大
MP:0000703	abnormal thymus morphology	胸腺の形態異常
MP:0000704	abnormal thymus development	胸腺の発生異常
MP:0000705	athymia	無胸腺症
MP:0000706	small thymus	胸腺の萎縮
MP:0000708	thymus hyperplasia	胸腺の肥厚
MP:0000709	enlarged thymus	胸腺の肥大
MP:0000711	thymus cortex hypoplasia	胸腺皮質の形成不全
MP:0000712	obsolete abnormal thymocyte	OBSOLETE
MP:0000713	obsolete abnormal thymocyte number	OBSOLETE
MP:0000714	increased thymocyte number	胸腺細胞数の増加
MP:0000715	decreased thymocyte number	胸腺細胞数の減少
MP:0000716	abnormal immune system cell morphology	免疫細胞の形態異常
MP:0000717	abnormal lymphocyte cell number	リンパ球数の異常
MP:0000726	absent lymphocyte	リンパ球の欠如
MP:0000727	absent CD8-positive, alpha-beta T cells	CD8陽性T細胞の欠如
MP:0000729	abnormal myogenesis	筋形成の異常
MP:0000730	increased satellite cell number	衛星細胞数の増加
MP:0000731	increased collagen deposition in the muscles	筋中コラーゲン堆積の増加
MP:0000732	delayed primary myocyte appearance	一次筋細胞の出現遅延
MP:0000733	abnormal muscle development	筋肉の発生異常
MP:0000734	muscle hypoplasia	筋肉の形成不全
MP:0000736	delayed muscle development	筋肉の発生遅延
MP:0000737	abnormal myotome development	筋分節の発生異常
MP:0000738	impaired muscle contractility	筋収縮障害
MP:0000740	impaired smooth muscle contractility	平滑筋収縮障害
MP:0000741	impaired contractility of urinary bladder detrusor smooth muscle	排尿平滑筋の収縮障害
MP:0000742	impaired contractility of ileal smooth muscle	回腸平滑筋の収縮障害
MP:0000743	muscle spasm	筋痙攣
MP:0000745	tremors	振戦
MP:0000746	weakness	虚弱
MP:0000747	muscle weakness	筋力低下
MP:0000748	progressive muscle weakness	進行性の筋力低下
MP:0000749	muscle degeneration	筋変性
MP:0000750	abnormal muscle regeneration	筋再生の異常
MP:0000751	myopathy	筋障害
MP:0000752	dystrophic muscle	筋ジストロフィー
MP:0000753	paralysis	麻痺
MP:0000754	paresis	不全麻痺
MP:0000755	hindlimb paralysis	後肢麻痺
MP:0000756	forelimb paralysis	前肢麻痺
MP:0000757	herniated abdominal wall	腹壁ヘルニア
MP:0000759	abnormal skeletal muscle morphology	骨格筋の形態異常
MP:0000761	thin diaphragm muscle	横隔膜筋の菲薄化
MP:0000762	abnormal tongue morphology	舌の形態異常
MP:0000763	abnormal filiform papillae morphology	糸状乳頭の異常
MP:0000764	abnormal tongue epithelium morphology	舌上皮の形態異常
MP:0000765	abnormal tongue squamous epithelium morphology	舌扁平上皮の形態異常
MP:0000766	absent tongue squamous epithelium	舌扁平上皮の欠如
MP:0000767	abnormal smooth muscle morphology	平滑筋の形態異常
MP:0000768	obsolete nervous system abnormalities	OBSOLETE
MP:0000771	abnormal brain size	脳サイズ異常
MP:0000774	decreased brain size	脳サイズの減少
MP:0000776	abnormal inferior colliculus morphology	下丘の異常
MP:0000777	increased inferior colliculus size	下丘サイズの増加
MP:0000778	abnormal nervous system tract morphology	神経路の異常
MP:0000779	obsolete gliosis of tract	OBSOLETE
MP:0000780	abnormal corpus callosum morphology	脳梁の形態異常
MP:0000781	decreased corpus callosum size	脳梁サイズの減少
MP:0000783	abnormal forebrain morphology	前脳の形態異常
MP:0000784	forebrain hypoplasia	前脳の形成不全
MP:0000785	telencephalon hypoplasia	終脳の形成不全
MP:0000786	abnormal embryonic neuroepithelial layer differentiation	胚性神経上皮層の分化異常
MP:0000787	abnormal telencephalon morphology	終脳の形態異常
MP:0000788	abnormal cerebral cortex morphology	大脳皮質の形態異常
MP:0000789	thickened cerebral cortex	大脳皮質の肥厚
MP:0000790	abnormal stratification in cerebral cortex	大脳皮質の層別化異常
MP:0000791	delaminated cerebral cortex	大脳皮質層の葉裂
MP:0000792	abnormal cortical marginal zone morphology	皮質周辺帯の形態異常
MP:0000794	abnormal parietal lobe morphology	頭頂葉の形態異常
MP:0000795	abnormal postcentral gyrus morphology	中心後回の形態異常
MP:0000796	abnormal sensory dissociation area morphology	感覚野の形態異常
MP:0000797	abnormal supramarginal gyrus morphology	縁上回の形態異常
MP:0000798	abnormal frontal lobe morphology	前頭葉の形態異常
MP:0000799	abnormal precentral gyrus morphology	中心前回の異常
MP:0000800	abnormal supplemetal motor cortex morphology	前頭前野回の異常
MP:0000801	abnormal temporal lobe morphology	側頭葉の形態異常
MP:0000802	abnormal superior temporal gyrus morphology	上側頭回の形態異常
MP:0000803	abnormal transverse gyrus of Heschl morphology	Heschl横回の形態異常.
MP:0000804	abnormal occipital lobe morphology	後頭葉の形態異常
MP:0000805	abnormal visual cortex morphology	視覚野の形態異常
MP:0000807	abnormal hippocampus morphology	海馬の形態異常
MP:0000808	abnormal hippocampus development	海馬の発生異常
MP:0000809	absent hippocampus	海馬の欠如
MP:0000811	hippocampal neuron degeneration	海馬神経の変性
MP:0000812	abnormal dentate gyrus morphology	歯状回の形態異常
MP:0000813	abnormal hippocampus layer morphology	海馬層構造の異常
MP:0000814	absent dentate gyrus	歯状回の欠如
MP:0000815	abnormal Ammon gyrus morphology	Ammon回の形態異常
MP:0000816	obsolete abnormal hippocampal molecular layer morphology	OBSOLETE
MP:0000818	abnormal amygdala morphology	扁桃体形態異常
MP:0000819	abnormal olfactory bulb morphology	嗅球の形態異常
MP:0000820	abnormal choroid plexus morphology	脈絡叢の形態異常
MP:0000821	choroid plexus hyperplasia	脈絡叢の肥厚
MP:0000822	abnormal brain ventricle morphology	脳室形態異常
MP:0000823	abnormal lateral ventricle morphology	側脳室の形態異常
MP:0000825	dilated lateral ventricle	側脳室拡張
MP:0000826	abnormal third ventricle morphology	第三脳室の形態異常
MP:0000827	dilated third ventricle	第三脳室拡張
MP:0000828	abnormal fourth ventricle morphology	第四脳室の形態異常
MP:0000829	dilated fourth ventricle	第四脳室拡張
MP:0000830	abnormal diencephalon morphology	間脳の形態異常
MP:0000831	diencephalon hyperplasia	間脳の肥厚
MP:0000832	abnormal thalamus morphology	視床の形態異常
MP:0000833	thalamus hyperplasia	視床の肥厚
MP:0000834	abnormal subthalamus morphology	視床腹側部の形態異常
MP:0000835	abnormal subthalamic nucleus morphology	視床下核の形態異常
MP:0000836	abnormal substantia nigra morphology	黒質の形態異常
MP:0000837	abnormal hypothalamus morphology	視床下部の形態異常
MP:0000838	obsolete abnormal pituitary afferents	OBSOLETE
MP:0000839	hypothalamus hyperplasia	視床下部の肥厚
MP:0000840	abnormal epithalamus morphology	視床上部の形態異常
MP:0000841	abnormal hindbrain morphology	後脳の形態異常
MP:0000842	absent superior olivary complex	オリーブ体の欠如
MP:0000843	absent facial nuclei	顔面神経核の欠如
MP:0000844	abnormal pontine flexure morphology	脳橋湾曲部の異常
MP:0000846	abnormal medulla oblongata morphology	延髄の異常
MP:0000847	abnormal metencephalon morphology	中脳の形態異常
MP:0000848	abnormal pons morphology	脳橋の形態異常
MP:0000849	abnormal cerebellum morphology	小脳の形態異常
MP:0000850	absent cerebellum	小脳の欠如
MP:0000851	cerebellum hypoplasia	小脳の形成不全
MP:0000852	small cerebellum	小脳の矮小化
MP:0000853	absent cerebellar foliation	小脳転葉の欠如
MP:0000854	abnormal cerebellum development	小脳の発生異常
MP:0000855	accelerated formation of intralobular fissures	小葉内亀裂の早期形成
MP:0000856	abnormal cerebellar plate morphology	小脳板の形態異常
MP:0000857	abnormal cerebellar foliation	小脳転葉の異常
MP:0000858	abnormal metastatic potential	転移能の変質
MP:0000859	abnormal somatosensory cortex morphology	体性感覚皮質の形態異常
MP:0000860	abnormal primary somatosensory cortex morphology	一次体性感覚皮質の形態異常
MP:0000861	disorganized barrel cortex	バレル皮質の組織崩壊
MP:0000862	absent barrels in primary somatosensory cortex	一次体性感覚皮質のバレル皮質欠如
MP:0000863	abnormal secondary somatosensory cortex morphology	二次体性感覚皮質の形態異常
MP:0000864	abnormal cerebellum vermis morphology	小脳虫部の形態異常
MP:0000865	absent cerebellum vermis	小脳虫部の欠如
MP:0000866	cerebellum vermis hypoplasia	虫部の形成不全
MP:0000867	abnormal cerebellum anterior vermis morphology	小脳前虫部の異常
MP:0000868	decreased anterior vermis size	前虫部サイズの減少
MP:0000869	abnormal cerebellum posterior vermis morphology	小脳後虫部の異常
MP:0000870	absent cerebellum vermis lobule VIII	小脳虫部錐体の欠如
MP:0000871	absent cerebellum vermis lobule IX	小脳虫部垂の欠如
MP:0000872	abnormal cerebellum external granule cell layer morphology	小脳外部顆粒細胞層の形態異常
MP:0000873	thin external granule cell layer	薄い外部顆粒細胞層
MP:0000874	irregular external granule cell layer thickness	不規則な外部顆粒細胞層
MP:0000875	abnormal cerebellar Purkinje cell layer	小脳プルキニエ細胞層の異常
MP:0000876	Purkinje cell degeneration	プルキニエ細胞の変性
MP:0000877	abnormal Purkinje cell morphology	プルキンエ細胞の形態異常
MP:0000878	abnormal Purkinje cell number	プルキンエ細胞数の異常
MP:0000879	increased Purkinje cell number	プルキンエ細胞数の増加
MP:0000880	decreased Purkinje cell number	プルキンエ細胞数の減少
MP:0000881	obsolete Abnormal Purkinje Cell Size	OBSOLETE
MP:0000882	obsolete Increased Purkinje Cell Size dup.	OBSOLETE
MP:0000883	obsolete Decreased Purkinje Cell Size dup.	OBSOLETE
MP:0000884	delaminated Purkinje cell layer	プルキンエ細胞層の剥離
MP:0000885	ectopic Purkinje cell	異所性プルキンエ細胞
MP:0000886	abnormal cerebellar granule layer morphology	小脳顆粒層の異常
MP:0000887	delaminated cerebellar granule layer	小脳顆粒層の剥離
MP:0000888	absent cerebellar granule layer	小脳顆粒層の欠如
MP:0000889	abnormal cerebellar molecular layer	小脳分子層の異常
MP:0000890	thin cerebellar molecular layer	薄い小脳分子層
MP:0000891	obsolete Abnormal Thickness of Molecular Layer	OBSOLETE
MP:0000892	obsolete Increased Thickness of Molecular Layer	OBSOLETE
MP:0000893	obsolete Decreased Thickness of Molecular Layer	OBSOLETE
MP:0000894	obsolete Abnormal Cell Number of Molecular Layer	OBSOLETE
MP:0000895	obsolete Increased Cell Number of Molecular Layer	OBSOLETE
MP:0000896	obsolete Decreased Cell Number of Molecular Layer	OBSOLETE
MP:0000897	abnormal midbrain morphology	中脳の形態異常
MP:0000898	midbrain hyperplasia	中脳の肥厚
MP:0000899	abnormal corpora quadrigemina morphology	丘の形態異常
MP:0000900	decreased colliculi size	丘サイズ減少
